"Laufende
Nummer";Hierachie;A;B;HMG000_A;HMG000_B;Label A;Label B;Syntax bei DummyCoding;
255;13;293;101;HMG293;HMG101;Vollständige Quadriplegie / Folgen einer Rückenmarksverletzung / Motoneuronenerkrankungen;Diplegie der oberen Extremitäten, Monoplegie und andere Lähmungen;"IF HMG293=1 THEN HMG101=0;";
256;13;293;103;HMG293;HMG103;Vollständige Quadriplegie / Folgen einer Rückenmarksverletzung / Motoneuronenerkrankungen;Nicht näher spezifizierte Spätfolgen zerebrovaskulärer Erkrankungen;"IF HMG293=1 THEN HMG103=0;";
257;13;293;157;HMG293;HMG157;Vollständige Quadriplegie / Folgen einer Rückenmarksverletzung / Motoneuronenerkrankungen;Traumatische Wirbelkörperfrakturen / Schwerwiegende pathologische Frakturen;"IF HMG293=1 THEN HMG157=0;";
258;13;293;203;HMG293;HMG203;Vollständige Quadriplegie / Folgen einer Rückenmarksverletzung / Motoneuronenerkrankungen;Sonstige pathologische Frakturen;"IF HMG293=1 THEN HMG203=0;";
259;13;293;294;HMG293;HMG294;Vollständige Quadriplegie / Folgen einer Rückenmarksverletzung / Motoneuronenerkrankungen;Paraplegie / Inkomplette oder nicht näher bezeichnete Quadriplegie / sonstige Rückenmarksläsion;"IF HMG293=1 THEN HMG294=0;";
260;13;293;295;HMG293;HMG295;Vollständige Quadriplegie / Folgen einer Rückenmarksverletzung / Motoneuronenerkrankungen;Sub-]akute Myelitis / angeborene und kindliche Lähmungserscheinungen / postoperative Krankheiten des Nervensystems;"IF HMG293=1 THEN HMG295=0;";
261;13;293;296;HMG293;HMG296;Vollständige Quadriplegie / Folgen einer Rückenmarksverletzung / Motoneuronenerkrankungen;Sonstige Erkrankungen des Rückenmarks;"IF HMG293=1 THEN HMG296=0;";
262;13;294;39;HMG294;HMG039;Paraplegie / Inkomplette oder nicht näher bezeichnete Quadriplegie / sonstige Rückenmarksläsion;Spinalkanalstenose;"IF HMG294=1 THEN HMG039=0;";
263;13;294;100;HMG294;HMG100;Paraplegie / Inkomplette oder nicht näher bezeichnete Quadriplegie / sonstige Rückenmarksläsion;Hemiplegie / Hemiparese;"IF HMG294=1 THEN HMG100=0;";
264;13;294;101;HMG294;HMG101;Paraplegie / Inkomplette oder nicht näher bezeichnete Quadriplegie / sonstige Rückenmarksläsion;Diplegie der oberen Extremitäten, Monoplegie und andere Lähmungen;"IF HMG294=1 THEN HMG101=0;";
265;13;294;103;HMG294;HMG103;Paraplegie / Inkomplette oder nicht näher bezeichnete Quadriplegie / sonstige Rückenmarksläsion;Nicht näher spezifizierte Spätfolgen zerebrovaskulärer Erkrankungen;"IF HMG294=1 THEN HMG103=0;";
266;13;294;157;HMG294;HMG157;Paraplegie / Inkomplette oder nicht näher bezeichnete Quadriplegie / sonstige Rückenmarksläsion;Traumatische Wirbelkörperfrakturen / Schwerwiegende pathologische Frakturen;"IF HMG294=1 THEN HMG157=0;";
267;13;294;203;HMG294;HMG203;Paraplegie / Inkomplette oder nicht näher bezeichnete Quadriplegie / sonstige Rückenmarksläsion;Sonstige pathologische Frakturen;"IF HMG294=1 THEN HMG203=0;";
268;13;294;295;HMG294;HMG295;Paraplegie / Inkomplette oder nicht näher bezeichnete Quadriplegie / sonstige Rückenmarksläsion;Sub-]akute Myelitis / angeborene und kindliche Lähmungserscheinungen / postoperative Krankheiten des Nervensystems;"IF HMG294=1 THEN HMG295=0;";
269;13;294;296;HMG294;HMG296;Paraplegie / Inkomplette oder nicht näher bezeichnete Quadriplegie / sonstige Rückenmarksläsion;Sonstige Erkrankungen des Rückenmarks;"IF HMG294=1 THEN HMG296=0;";
270;13;295;39;HMG295;HMG039;Sub-]akute Myelitis / angeborene und kindliche Lähmungserscheinungen / postoperative Krankheiten des Nervensystems;Spinalkanalstenose;"IF HMG295=1 THEN HMG039=0;";
271;13;295;100;HMG295;HMG100;Sub-]akute Myelitis / angeborene und kindliche Lähmungserscheinungen / postoperative Krankheiten des Nervensystems;Hemiplegie / Hemiparese;"IF HMG295=1 THEN HMG100=0;";
272;13;295;101;HMG295;HMG101;Sub-]akute Myelitis / angeborene und kindliche Lähmungserscheinungen / postoperative Krankheiten des Nervensystems;Diplegie der oberen Extremitäten, Monoplegie und andere Lähmungen;"IF HMG295=1 THEN HMG101=0;";
273;13;295;103;HMG295;HMG103;Sub-]akute Myelitis / angeborene und kindliche Lähmungserscheinungen / postoperative Krankheiten des Nervensystems;Nicht näher spezifizierte Spätfolgen zerebrovaskulärer Erkrankungen;"IF HMG295=1 THEN HMG103=0;";
274;13;295;296;HMG295;HMG296;Sub-]akute Myelitis / angeborene und kindliche Lähmungserscheinungen / postoperative Krankheiten des Nervensystems;Sonstige Erkrankungen des Rückenmarks;"IF HMG295=1 THEN HMG296=0;";
275;13;296;39;HMG296;HMG039;Sonstige Erkrankungen des Rückenmarks;Spinalkanalstenose;"IF HMG296=1 THEN HMG039=0;";
276;14;75;258;HMG075;HMG258;Hirnödem / hypoxische Hirnschäden;Schlafapnoe, Narkolepsie und Kataplexie;"IF HMG075=1 THEN HMG258=0;";
277;14;75;298;HMG075;HMG298;Hirnödem / hypoxische Hirnschäden;Hydrozephalus und sonstige Schädigungen des Gehirns;"IF HMG075=1 THEN HMG298=0;";
278;14;234;72;HMG234;HMG072;Multiple Sklerose mit Dauermedikation;Multiple Sklerose ohne Dauermedikation;"IF HMG234=1 THEN HMG072=0;";
279;14;235;73;HMG235;HMG073;Morbus Parkinson mit Dauermedikation;Morbus Parkinson ohne Dauermedikation und Chorea Huntington;"IF HMG235=1 THEN HMG073=0;";
280;14;297;75;HMG297;HMG075;Apallisches Syndrom;Hirnödem / hypoxische Hirnschäden;"IF HMG297=1 THEN HMG075=0;";
281;14;297;258;HMG297;HMG258;Apallisches Syndrom;Schlafapnoe, Narkolepsie und Kataplexie;"IF HMG297=1 THEN HMG258=0;";
282;14;297;298;HMG297;HMG298;Apallisches Syndrom;Hydrozephalus und sonstige Schädigungen des Gehirns;"IF HMG297=1 THEN HMG298=0;";
283;14;298;258;HMG298;HMG258;Hydrozephalus und sonstige Schädigungen des Gehirns;Schlafapnoe, Narkolepsie und Kataplexie;"IF HMG298=1 THEN HMG258=0;";
284;14;299;74;HMG299;HMG074;Status epilepticus;Epilepsie;"IF HMG299=1 THEN HMG074=0;";
285;16;77;79;HMG077;HMG079;Paroxysmale ventrikuläre Tachykardie;Herzstillstand / Schock;"IF HMG077=1 THEN HMG079=0;";
286;16;77;91;HMG077;HMG091;Paroxysmale ventrikuläre Tachykardie;Hypertonie, Hypertensive Herzerkrankung ohne Komplikationen und andere nicht näher bezeichnete Herzerkrankungen;"IF HMG077=1 THEN HMG091=0;";
287;16;77;92;HMG077;HMG092;Paroxysmale ventrikuläre Tachykardie;Näher bezeichnete Arrhythmien;"IF HMG077=1 THEN HMG092=0;";
288;16;78;80;HMG078;HMG080;Pulmonale Herzkrankheit;Herzinsuffizienz;"IF HMG078=1 THEN HMG080=0;";
289;16;78;89;HMG078;HMG089;Pulmonale Herzkrankheit;Hypertensive Herz- und Nierenerkrankung, Enzephalopathie oder akutes Lungenödem;"IF HMG078=1 THEN HMG089=0;";
290;16;78;91;HMG078;HMG091;Pulmonale Herzkrankheit;Hypertonie, Hypertensive Herzerkrankung ohne Komplikationen und andere nicht näher bezeichnete Herzerkrankungen;"IF HMG078=1 THEN HMG091=0;";
291;16;79;91;HMG079;HMG091;Herzstillstand / Schock;Hypertonie, Hypertensive Herzerkrankung ohne Komplikationen und andere nicht näher bezeichnete Herzerkrankungen;"IF HMG079=1 THEN HMG091=0;";
292;16;79;92;HMG079;HMG092;Herzstillstand / Schock;Näher bezeichnete Arrhythmien;"IF HMG079=1 THEN HMG092=0;";
293;16;80;89;HMG080;HMG089;Herzinsuffizienz;Hypertensive Herz- und Nierenerkrankung, Enzephalopathie oder akutes Lungenödem;"IF HMG080=1 THEN HMG089=0;";
294;16;80;91;HMG080;HMG091;Herzinsuffizienz;Hypertonie, Hypertensive Herzerkrankung ohne Komplikationen und andere nicht näher bezeichnete Herzerkrankungen;"IF HMG080=1 THEN HMG091=0;";
295;16;81;83;HMG081;HMG083;Akuter Myokardinfarkt / instabile Angina pectoris und andere akute ischämische Herzkrankheiten;Angina pectoris / Z. n. altem Myokardinfarkt;"IF HMG081=1 THEN HMG083=0;";
296;16;81;84;HMG081;HMG084;Akuter Myokardinfarkt / instabile Angina pectoris und andere akute ischämische Herzkrankheiten;Koronare Herzkrankheit / andere chronisch-ischämische Erkrankungen des Herzens;"IF HMG081=1 THEN HMG084=0;";
297;16;81;91;HMG081;HMG091;Akuter Myokardinfarkt / instabile Angina pectoris und andere akute ischämische Herzkrankheiten;Hypertonie, Hypertensive Herzerkrankung ohne Komplikationen und andere nicht näher bezeichnete Herzerkrankungen;"IF HMG081=1 THEN HMG091=0;";
298;16;83;84;HMG083;HMG084;Angina pectoris / Z. n. altem Myokardinfarkt;Koronare Herzkrankheit / andere chronisch-ischämische Erkrankungen des Herzens;"IF HMG083=1 THEN HMG084=0;";
299;16;83;91;HMG083;HMG091;Angina pectoris / Z. n. altem Myokardinfarkt;Hypertonie, Hypertensive Herzerkrankung ohne Komplikationen und andere nicht näher bezeichnete Herzerkrankungen;"IF HMG083=1 THEN HMG091=0;";
300;16;84;91;HMG084;HMG091;Koronare Herzkrankheit / andere chronisch-ischämische Erkrankungen des Herzens;Hypertonie, Hypertensive Herzerkrankung ohne Komplikationen und andere nicht näher bezeichnete Herzerkrankungen;"IF HMG084=1 THEN HMG091=0;";
301;16;86;91;HMG086;HMG091;Erworbene Erkrankungen der Herzklappen und rheumatische Herzerkrankungen;Hypertonie, Hypertensive Herzerkrankung ohne Komplikationen und andere nicht näher bezeichnete Herzerkrankungen;"IF HMG086=1 THEN HMG091=0;";
302;16;87;86;HMG087;HMG086;Schwere angeborene Herzfehler (Alter < 18 Jahre);Erworbene Erkrankungen der Herzklappen und rheumatische Herzerkrankungen;"IF HMG087=1 THEN HMG086=0;";
303;16;87;88;HMG087;HMG088;Schwere angeborene Herzfehler (Alter < 18 Jahre);Andere angeborene Herzfehler (Alter < 18 Jahre);"IF HMG087=1 THEN HMG088=0;";
304;16;87;91;HMG087;HMG091;Schwere angeborene Herzfehler (Alter < 18 Jahre);Hypertonie, Hypertensive Herzerkrankung ohne Komplikationen und andere nicht näher bezeichnete Herzerkrankungen;"IF HMG087=1 THEN HMG091=0;";
305;16;87;300;HMG087;HMG300;Schwere angeborene Herzfehler (Alter < 18 Jahre);Angeborene Anomalien des Gefäßsystems inkl. Aorta und Herz;"IF HMG087=1 THEN HMG300=0;";
306;16;87;301;HMG087;HMG301;Schwere angeborene Herzfehler (Alter < 18 Jahre);Schwere angeborene Herzfehler;"IF HMG087=1 THEN HMG301=0;";
307;16;88;86;HMG088;HMG086;Andere angeborene Herzfehler (Alter < 18 Jahre);Erworbene Erkrankungen der Herzklappen und rheumatische Herzerkrankungen;"IF HMG088=1 THEN HMG086=0;";
308;16;88;91;HMG088;HMG091;Andere angeborene Herzfehler (Alter < 18 Jahre);Hypertonie, Hypertensive Herzerkrankung ohne Komplikationen und andere nicht näher bezeichnete Herzerkrankungen;"IF HMG088=1 THEN HMG091=0;";
309;16;88;300;HMG088;HMG300;Andere angeborene Herzfehler (Alter < 18 Jahre);Angeborene Anomalien des Gefäßsystems inkl. Aorta und Herz;"IF HMG088=1 THEN HMG300=0;";
310;16;89;91;HMG089;HMG091;Hypertensive Herz- und Nierenerkrankung, Enzephalopathie oder akutes Lungenödem;Hypertonie, Hypertensive Herzerkrankung ohne Komplikationen und andere nicht näher bezeichnete Herzerkrankungen;"IF HMG089=1 THEN HMG091=0;";
311;16;92;91;HMG092;HMG091;Näher bezeichnete Arrhythmien;Hypertonie, Hypertensive Herzerkrankung ohne Komplikationen und andere nicht näher bezeichnete Herzerkrankungen;"IF HMG092=1 THEN HMG091=0;";
312;16;300;86;HMG300;HMG086;Angeborene Anomalien des Gefäßsystems inkl. Aorta und Herz;Erworbene Erkrankungen der Herzklappen und rheumatische Herzerkrankungen;"IF HMG300=1 THEN HMG086=0;";
313;16;300;91;HMG300;HMG091;Angeborene Anomalien des Gefäßsystems inkl. Aorta und Herz;Hypertonie, Hypertensive Herzerkrankung ohne Komplikationen und andere nicht näher bezeichnete Herzerkrankungen;"IF HMG300=1 THEN HMG091=0;";
314;16;301;86;HMG301;HMG086;Schwere angeborene Herzfehler;Erworbene Erkrankungen der Herzklappen und rheumatische Herzerkrankungen;"IF HMG301=1 THEN HMG086=0;";
315;16;301;88;HMG301;HMG088;Schwere angeborene Herzfehler;Andere angeborene Herzfehler (Alter < 18 Jahre);"IF HMG301=1 THEN HMG088=0;";
316;16;301;91;HMG301;HMG091;Schwere angeborene Herzfehler;Hypertonie, Hypertensive Herzerkrankung ohne Komplikationen und andere nicht näher bezeichnete Herzerkrankungen;"IF HMG301=1 THEN HMG091=0;";
317;16;301;300;HMG301;HMG300;Schwere angeborene Herzfehler;Angeborene Anomalien des Gefäßsystems inkl. Aorta und Herz;"IF HMG301=1 THEN HMG300=0;";
318;17;95;96;HMG095;HMG096;Zerebrale Blutung;Zerebrale Ischämie oder nicht näher bezeicheter Schlaganfall;"IF HMG095=1 THEN HMG096=0;";
319;17;100;101;HMG100;HMG101;Hemiplegie / Hemiparese;Diplegie der oberen Extremitäten, Monoplegie und andere Lähmungen;"IF HMG100=1 THEN HMG101=0;";
320;17;100;103;HMG100;HMG103;Hemiplegie / Hemiparese;Nicht näher spezifizierte Spätfolgen zerebrovaskulärer Erkrankungen;"IF HMG100=1 THEN HMG103=0;";
321;17;101;103;HMG101;HMG103;Diplegie der oberen Extremitäten, Monoplegie und andere Lähmungen;Nicht näher spezifizierte Spätfolgen zerebrovaskulärer Erkrankungen;"IF HMG101=1 THEN HMG103=0;";
322;18;99;106;HMG099;HMG106;Nicht näher bezeichnete Erkrankungen peripherer Gefäße;Atherosklerose, arterielles Aneurysma und sonstige, nicht näher bezeichnete Krankheiten der Arterien und Arteriolen;"IF HMG099=1 THEN HMG106=0;";
323;18;104;99;HMG104;HMG099;Atherosklerose mit Ulkus oder Gangrän;Nicht näher bezeichnete Erkrankungen peripherer Gefäße;"IF HMG104=1 THEN HMG099=0;";
324;18;104;105;HMG104;HMG105;Atherosklerose mit Ulkus oder Gangrän;Lungenembolie / Periphere Gefäßerkrankungen (näher bezeichnet);"IF HMG104=1 THEN HMG105=0;";
325;18;104;106;HMG104;HMG106;Atherosklerose mit Ulkus oder Gangrän;Atherosklerose, arterielles Aneurysma und sonstige, nicht näher bezeichnete Krankheiten der Arterien und Arteriolen;"IF HMG104=1 THEN HMG106=0;";
326;18;104;149;HMG104;HMG149;Atherosklerose mit Ulkus oder Gangrän;Hautulkus (ohne Dekubitalulzera);"IF HMG104=1 THEN HMG149=0;";
327;18;105;99;HMG105;HMG099;Lungenembolie / Periphere Gefäßerkrankungen (näher bezeichnet);Nicht näher bezeichnete Erkrankungen peripherer Gefäße;"IF HMG105=1 THEN HMG099=0;";
328;18;105;106;HMG105;HMG106;Lungenembolie / Periphere Gefäßerkrankungen (näher bezeichnet);Atherosklerose, arterielles Aneurysma und sonstige, nicht näher bezeichnete Krankheiten der Arterien und Arteriolen;"IF HMG105=1 THEN HMG106=0;";
329;19;108;215;HMG108;HMG215;Sonstige interstitielle Lungenkrankheiten mit Dauermedikation;COPD oder Emphysem mit Dauermedikation, Bronchiektasen, sonstige interstitielle Lungenkrankheiten ohne Dauermedikation;"IF HMG108=1 THEN HMG215=0;";
330;19;108;237;HMG108;HMG237;Sonstige interstitielle Lungenkrankheiten mit Dauermedikation;COPD oder Emphysem ohne Dauermedikation;"IF HMG108=1 THEN HMG237=0;";
331;19;110;112;HMG110;HMG112;Akute respiratorische Insuffizienzen;Nicht näher bezeichnete respiratorische Insuffizienz, Lungenabszess;"IF HMG110=1 THEN HMG112=0;";
332;19;110;113;HMG110;HMG113;Akute respiratorische Insuffizienzen;Sonstige Pneumonien;"IF HMG110=1 THEN HMG113=0;";
333;19;111;110;HMG111;HMG110;Näher bezeichnete bakterielle Pneumonien;Akute respiratorische Insuffizienzen;"IF HMG111=1 THEN HMG110=0;";
334;19;111;112;HMG111;HMG112;Näher bezeichnete bakterielle Pneumonien;Nicht näher bezeichnete respiratorische Insuffizienz, Lungenabszess;"IF HMG111=1 THEN HMG112=0;";
335;19;111;113;HMG111;HMG113;Näher bezeichnete bakterielle Pneumonien;Sonstige Pneumonien;"IF HMG111=1 THEN HMG113=0;";
336;19;111;216;HMG111;HMG216;Näher bezeichnete bakterielle Pneumonien;Chronische respiratorische Insuffizienz, spezielle Pneumonien;"IF HMG111=1 THEN HMG216=0;";
337;19;112;113;HMG112;HMG113;Nicht näher bezeichnete respiratorische Insuffizienz, Lungenabszess;Sonstige Pneumonien;"IF HMG112=1 THEN HMG113=0;";
338;19;215;237;HMG215;HMG237;COPD oder Emphysem mit Dauermedikation, Bronchiektasen, sonstige interstitielle Lungenkrankheiten ohne Dauermedikation;COPD oder Emphysem ohne Dauermedikation;"IF HMG215=1 THEN HMG237=0;";
339;19;216;110;HMG216;HMG110;Chronische respiratorische Insuffizienz, spezielle Pneumonien;Akute respiratorische Insuffizienzen;"IF HMG216=1 THEN HMG110=0;";
340;19;216;112;HMG216;HMG112;Chronische respiratorische Insuffizienz, spezielle Pneumonien;Nicht näher bezeichnete respiratorische Insuffizienz, Lungenabszess;"IF HMG216=1 THEN HMG112=0;";
341;19;216;113;HMG216;HMG113;Chronische respiratorische Insuffizienz, spezielle Pneumonien;Sonstige Pneumonien;"IF HMG216=1 THEN HMG113=0;";
342;19;217;108;HMG217;HMG108;Mukoviszidose (Alter > 11 Jahre);Sonstige interstitielle Lungenkrankheiten mit Dauermedikation;"IF HMG217=1 THEN HMG108=0;";
343;19;217;215;HMG217;HMG215;Mukoviszidose (Alter > 11 Jahre);COPD oder Emphysem mit Dauermedikation, Bronchiektasen, sonstige interstitielle Lungenkrankheiten ohne Dauermedikation;"IF HMG217=1 THEN HMG215=0;";
344;19;217;237;HMG217;HMG237;Mukoviszidose (Alter > 11 Jahre);COPD oder Emphysem ohne Dauermedikation;"IF HMG217=1 THEN HMG237=0;";
345;19;218;108;HMG218;HMG108;Mukoviszidose (Alter < 12 Jahre);Sonstige interstitielle Lungenkrankheiten mit Dauermedikation;"IF HMG218=1 THEN HMG108=0;";
346;19;218;215;HMG218;HMG215;Mukoviszidose (Alter < 12 Jahre);COPD oder Emphysem mit Dauermedikation, Bronchiektasen, sonstige interstitielle Lungenkrankheiten ohne Dauermedikation;"IF HMG218=1 THEN HMG215=0;";
347;19;218;237;HMG218;HMG237;Mukoviszidose (Alter < 12 Jahre);COPD oder Emphysem ohne Dauermedikation;"IF HMG218=1 THEN HMG237=0;";
348;20;130;131;HMG130;HMG131;Dialysestatus;Hypertensive und/oder chronische Nierenkrankheit/Postoperative Komplikationen und Infektionen im Harntrakt;"IF HMG130=1 THEN HMG131=0;";
349;20;130;132;HMG130;HMG132;Dialysestatus;Nephritis und Nierenfunktionsstörung/Sonstige Krankheiten des Urogenitalsystems nach med. Maßnahmen ;"IF HMG130=1 THEN HMG132=0;";
350;20;130;134;HMG130;HMG134;Dialysestatus;Fortgeschrittene chronische Niereninsuffizienz;"IF HMG130=1 THEN HMG134=0;";
351;20;130;136;HMG130;HMG136;Dialysestatus;Nierenversagen;"IF HMG130=1 THEN HMG136=0;";
352;20;130;138;HMG130;HMG138;Dialysestatus;Peritoneale Adhäsionen im Becken nach med. Maßnahmen und mechanische Komplikationen im Genitaltrakt;"IF HMG130=1 THEN HMG138=0;";
353;20;131;132;HMG131;HMG132;Hypertensive und/oder chronische Nierenkrankheit/Postoperative Komplikationen und Infektionen im Harntrakt;Nephritis und Nierenfunktionsstörung/Sonstige Krankheiten des Urogenitalsystems nach med. Maßnahmen ;"IF HMG131=1 THEN HMG132=0;";
354;20;131;138;HMG131;HMG138;Hypertensive und/oder chronische Nierenkrankheit/Postoperative Komplikationen und Infektionen im Harntrakt;Peritoneale Adhäsionen im Becken nach med. Maßnahmen und mechanische Komplikationen im Genitaltrakt;"IF HMG131=1 THEN HMG138=0;";
355;20;133;132;HMG133;HMG132;Neurogene Blase/Harnröhrenstriktur nach med. Maßnahmen;Nephritis und Nierenfunktionsstörung/Sonstige Krankheiten des Urogenitalsystems nach med. Maßnahmen ;"IF HMG133=1 THEN HMG132=0;";
356;20;133;138;HMG133;HMG138;Neurogene Blase/Harnröhrenstriktur nach med. Maßnahmen;Peritoneale Adhäsionen im Becken nach med. Maßnahmen und mechanische Komplikationen im Genitaltrakt;"IF HMG133=1 THEN HMG138=0;";
357;20;134;131;HMG134;HMG131;Fortgeschrittene chronische Niereninsuffizienz;Hypertensive und/oder chronische Nierenkrankheit/Postoperative Komplikationen und Infektionen im Harntrakt;"IF HMG134=1 THEN HMG131=0;";
358;20;134;132;HMG134;HMG132;Fortgeschrittene chronische Niereninsuffizienz;Nephritis und Nierenfunktionsstörung/Sonstige Krankheiten des Urogenitalsystems nach med. Maßnahmen ;"IF HMG134=1 THEN HMG132=0;";
359;20;134;136;HMG134;HMG136;Fortgeschrittene chronische Niereninsuffizienz;Nierenversagen;"IF HMG134=1 THEN HMG136=0;";
360;20;134;138;HMG134;HMG138;Fortgeschrittene chronische Niereninsuffizienz;Peritoneale Adhäsionen im Becken nach med. Maßnahmen und mechanische Komplikationen im Genitaltrakt;"IF HMG134=1 THEN HMG138=0;";
361;20;136;131;HMG136;HMG131;Nierenversagen;Hypertensive und/oder chronische Nierenkrankheit/Postoperative Komplikationen und Infektionen im Harntrakt;"IF HMG136=1 THEN HMG131=0;";
362;20;136;132;HMG136;HMG132;Nierenversagen;Nephritis und Nierenfunktionsstörung/Sonstige Krankheiten des Urogenitalsystems nach med. Maßnahmen ;"IF HMG136=1 THEN HMG132=0;";
363;20;136;138;HMG136;HMG138;Nierenversagen;Peritoneale Adhäsionen im Becken nach med. Maßnahmen und mechanische Komplikationen im Genitaltrakt;"IF HMG136=1 THEN HMG138=0;";
364;20;138;132;HMG138;HMG132;Peritoneale Adhäsionen im Becken nach med. Maßnahmen und mechanische Komplikationen im Genitaltrakt;Nephritis und Nierenfunktionsstörung/Sonstige Krankheiten des Urogenitalsystems nach med. Maßnahmen ;"IF HMG138=1 THEN HMG132=0;";
365;20;144;132;HMG144;HMG132;Mechanische Komplikation u. durch Prothese o. Ä. hervorgerufene Infektion im Harntrakt;Nephritis und Nierenfunktionsstörung/Sonstige Krankheiten des Urogenitalsystems nach med. Maßnahmen ;"IF HMG144=1 THEN HMG132=0;";
366;20;144;133;HMG144;HMG133;Mechanische Komplikation u. durch Prothese o. Ä. hervorgerufene Infektion im Harntrakt;Neurogene Blase/Harnröhrenstriktur nach med. Maßnahmen;"IF HMG144=1 THEN HMG133=0;";
367;20;144;138;HMG144;HMG138;Mechanische Komplikation u. durch Prothese o. Ä. hervorgerufene Infektion im Harntrakt;Peritoneale Adhäsionen im Becken nach med. Maßnahmen und mechanische Komplikationen im Genitaltrakt;"IF HMG144=1 THEN HMG138=0;";
368;21;147;146;HMG147;HMG146;Mehrlingsschwangerschaft;Schwangerschaft;"IF HMG147=1 THEN HMG146=0;";
369;22;219;220;HMG219;HMG220;Psoriasis und Parapsoriasis mit Dauermedikation;Psoriasis und Parapsoriasis ohne Dauermedikation;"IF HMG219=1 THEN HMG220=0;";
370;23;157;203;HMG157;HMG203;Traumatische Wirbelkörperfrakturen / Schwerwiegende pathologische Frakturen;Sonstige pathologische Frakturen;"IF HMG157=1 THEN HMG203=0;";
371;23;158;40;HMG158;HMG040;Erworbene Hüftluxation;Angeborene Hüftluxation / Osteoarthritis der Hüfte oder des Knies;"IF HMG158=1 THEN HMG040=0;";
372;23;158;41;HMG158;HMG041;Erworbene Hüftluxation;Mechanische Komplikationen durch orthopädische Implantate;"IF HMG158=1 THEN HMG041=0;";
373;23;158;42;HMG158;HMG042;Erworbene Hüftluxation;Sonstige iatrogene Erkrankungen des Bewegungssystems;"IF HMG158=1 THEN HMG042=0;";
374;23;160;162;HMG160;HMG162;Komplikationen im Bereich eines Amputationsstumpfes;Traumatische Amputation (ohne Finger und Zehen);"IF HMG160=1 THEN HMG162=0;";
375;23;160;163;HMG160;HMG163;Komplikationen im Bereich eines Amputationsstumpfes;Traumatische Amputation von Fingern oder Zehen / Komplikationen durch re-plantierte Körperteile;"IF HMG160=1 THEN HMG163=0;";
376;23;162;163;HMG162;HMG163;Traumatische Amputation (ohne Finger und Zehen);Traumatische Amputation von Fingern oder Zehen / Komplikationen durch re-plantierte Körperteile;"IF HMG162=1 THEN HMG163=0;";
377;24;164;165;HMG164;HMG165;Schwerwiegende Komplikationen;Andere iatrogene Komplikationen;"IF HMG164=1 THEN HMG165=0;";
378;24;164;166;HMG164;HMG166;Schwerwiegende Komplikationen;Sonstige näher bezeichnete Komplikationen nach medizinischen Maßnahmen;"IF HMG164=1 THEN HMG166=0;";
379;24;164;260;HMG164;HMG260;Schwerwiegende Komplikationen;Komplikationen nach Impfung;"IF HMG164=1 THEN HMG260=0;";
380;24;165;166;HMG165;HMG166;Andere iatrogene Komplikationen;Sonstige näher bezeichnete Komplikationen nach medizinischen Maßnahmen;"IF HMG165=1 THEN HMG166=0;";
381;24;165;260;HMG165;HMG260;Andere iatrogene Komplikationen;Komplikationen nach Impfung;"IF HMG165=1 THEN HMG260=0;";
382;24;166;260;HMG166;HMG260;Sonstige näher bezeichnete Komplikationen nach medizinischen Maßnahmen;Komplikationen nach Impfung;"IF HMG166=1 THEN HMG260=0;";
383;25;174;175;HMG174;HMG175;Transplantation von Lunge, Graft-versus-host-Krankheit;Transplantation von Leber, Herz oder Pankreas;"IF HMG174=1 THEN HMG175=0;";
384;25;174;176;HMG174;HMG176;Transplantation von Lunge, Graft-versus-host-Krankheit;Transplantation der Niere;"IF HMG174=1 THEN HMG176=0;";
385;25;174;177;HMG174;HMG177;Transplantation von Lunge, Graft-versus-host-Krankheit;Transplantation sonstiger Organe;"IF HMG174=1 THEN HMG177=0;";
386;25;175;176;HMG175;HMG176;Transplantation von Leber, Herz oder Pankreas;Transplantation der Niere;"IF HMG175=1 THEN HMG176=0;";
387;25;175;177;HMG175;HMG177;Transplantation von Leber, Herz oder Pankreas;Transplantation sonstiger Organe;"IF HMG175=1 THEN HMG177=0;";
388;25;176;177;HMG176;HMG177;Transplantation der Niere;Transplantation sonstiger Organe;"IF HMG176=1 THEN HMG177=0;";
389;27;169;170;HMG169;HMG170;Schwere angeborene Fehlbildungen der Atmungs- und Verdauungsorgane;Sonstige angeborene Fehlbildungen des Zwerchfells und der Verdauuungsorgane;"IF HMG169=1 THEN HMG170=0;";
390;28;253;252;HMG253;HMG252;Chronischer Schmerz mit Dauermedikation;Chronischer Schmerz;"IF HMG253=1 THEN HMG252=0;";
